job_name,org_name,deadline,loc_name
National Disability Specialists (2 positions),USAID/VEMSS PROJECT,"Sat, 2018-01-20",HA NOI
Southeast Asia (SEA) Programme Director,WE EFFECT,"Sun, 2018-01-14",HO CHI MINH
Activity Fund Assistant,ECODIT,"Mon, 2018-01-15",DA NANG
National Senior Technical Specialist (Part-time),EECB PROJECT MANAGEMENT UNIT,"Mon, 2018-01-08",HA NOI
Consular and Passports Officer,AUSTRALIAN EMBASSY,"Wed, 2018-01-10",HA NOI
Psychologist,BLUE DRAGON CHILDREN'S FOUNDATION,"Mon, 2018-01-15",HO CHI MINH
Youth Employment MEAL Officer,SAVE THE CHILDREN,"Tue, 2018-01-16",CAO BANG
Project Facilitation Officer,CHILDFUND VIETNAM,"Thu, 2018-01-11",NA
Consultancy for Development of a Handbook for People Council's Delegates,RALG PROJECT IN NGHE AN,"Mon, 2018-01-01",NGHE AN
Construction Supervisor ,HABITAT FOR HUMANITY VIETNAM (HFHV),"Fri, 2018-01-19",HA GIANG
National Consultants to Conduct Baseline Survey for Ã¢â‚¬Å“Empowering Women and Youth through Graduation and Financial InclusionÃ¢â‚¬ï¿½ Project,PLAN INTERNATIONAL,"Thu, 2018-01-04","QUANG TRI,KONTUM"
Consultancy Service for Piloting Information Access for Shrimp Farmers on Improving FarmingÃ¢â‚¬â„¢s Practices and Productivity in Ca Mau Province,SNV,"Wed, 2018-01-10",HA NOI
Human Resource Assistant,ECODIT,"Mon, 2018-01-15",HA NOI
Consultant Team on Market Research,HKI,"Wed, 2018-01-10",HO CHI MINH
Consultant for Multiple Month Dispensing (MMD) Model,CHEMONICS INTERNATIONAL,"Sun, 2018-01-14",NA
Program Assistant,SCDI,"Sun, 2018-01-07",NA
Technical Consultant - Health Information Systems for HIV Services,FHI 360,"Fri, 2018-01-05",NA
Construction Technician cum Supervisor,HABITAT FOR HUMANITY VIETNAM (HFHV),"Fri, 2018-01-19",NA
Vacancies at Mekong Institute,MEKONG INSTITUTE,"Mon, 2018-01-15",SOC TRANG
Consultant on Drafting and Editing Project's Success Story,ACDC,"Tue, 2017-12-26",LAO CAI
Consultancy Service for Website Development and Maintenance,OXFAM,"Fri, 2018-01-12",HA NOI
ICT-based Monitoring Tool Consultant,OXFAM,"Fri, 2018-01-12","THAIL, PHILIPPINES, INDONESIA, CAMBODIA, VIETNAM , MYANMAR"
Equality between Women and Men (EWM) Facilitator,SOCODEVI,"Wed, 2018-01-10",HA NOI
Consultancy Service for Internal Procedures Manual,SOCODEVI,"Wed, 2018-01-10",NA
Field Project Officer,SAVE THE CHILDREN,"Tue, 2018-01-09",NA
"02 Researchers (Public Health, Social science)",CIPPR,"Mon, 2018-01-15",NA
"Planning, Monitoring, Evaluation and Learning (PMEL) Specialist",OXFAM,"Wed, 2018-01-03",NA
Country Director,HEALTHBRIDGE CANADA,"Mon, 2018-01-15",NA
Consultancy Service for Setting up Demonstration on Reduction  of Green House Gas (GHG) Emission Shrimp Aquaculture in Mekong Delta of Vietnam,OXFAM,"Sun, 2017-12-31",HA NOI
Technical Officer for Tuberculosis Control,KNCV,"Wed, 2018-01-10",HA NOI
Project Support Officer,EECB PROJECT,"Tue, 2017-01-03",HA NOI
Program Officer,WCS,"Mon, 2017-12-25",LAO CAI
Senior Project Officer,SAVE THE CHILDREN,"Tue, 2018-01-09",HO CHI MINH
Consultants to Conduct Study on How the Open Government Partnership (OGP) can Contribute to Achieving Sustainable Development Goals (SDGs) in Vietnam,TOWARDS TRANSPARENCY (TT),"Sat, 2017-12-30",HO CHI MINH
Junior Part-time Admin Officer,HABITAT FOR HUMANITY VIETNAM (HFHV),"Mon, 2018-01-15",BAC KAN
Director of Instructional Design & Teacher Support,ROOM TO READ,"Sun, 2018-01-07",NA
Finance Consultant,ACTIONAID,"Sun, 2017-12-31",NA
Climate Change Project Assistant,LUX-DEVELOPMENT,"Fri, 2018-01-05",NA
"Consultancy Service for ""VietGAP Rice Production Procedure and VietGAP Certification""",SNV,"Mon, 2017-12-25",HA NOI
Management and Coordination of the Improvement of HIV Laboratory Officer,VAAC-US,"Sat, 2018-01-20",HA NOI
Program Manager,PSI,"Tue, 2018-01-02",HA NOI
Admin Intern,GIZ BIO,"Wed, 2018-01-10","HA NOI, HOA BINH"
Short-term Vietnamese - English and Lao - Vietnamese Interpreters (6 people),CHILDFUND VIETNAM,"Sun, 2017-12-31",HA NOI
Administrative Officer,KNCV,"Sun, 2017-12-31",HA NOI
Project Assistant,KNCV,"Thu, 2017-01-05",HA NOI
Psychologist,HAGAR,"Wed, 2018-01-03",CAMBODIA
Contract Manager; Program Coordinator,OXFAM,"Thu, 2017-12-28",HA NOI
Editorial Assistant of Vietnam Journal of Public Health,VPHA,"Mon, 2018-01-08",NA
Special Project Officer Ã¢â‚¬â€œ Ã¢â‚¬Å“Anti - Children trafficking in Tua Chua in Dien Bien ProvinceÃ¢â‚¬ï¿½,WORLD VISION,"Mon, 2018-01-01",DIEN BIEN
Development Facilitator,WORLD VISION,"Mon, 2018-01-01",DIEN BIEN
Consultancy Service for Market Surveys in EPL,WWF,"Wed, 2018-01-10",HA NOI
Consultant to Provide Technical Support on Transparency and Accountability of Public Debt Management,OXFAM,"Sat, 2017-12-30",DONG THAP
Program Development Officer,ICEM,"Sun, 2017-12-31",HA NOI
Consultancy on EE Program Development,WWF,"Wed, 2017-12-20",VINH LONG
Client Care Centre Manager,MARIE STOPES INTERNATIONAL (MSI),"Wed, 2018-01-31",HO CHI MINH
Policy and Communications Manager,WILDLIFE CONSERVATION SOCIETY (WCS),"Sat, 2017-12-30",NA
GirlsÃ¢â‚¬â„¢ Education Program Officer,ROOM TO READ,"Sun, 2017-12-31",NA
Finance and Accounting Associate (Temporary),ROOM TO READ,"Sun, 2017-12-31",NA
Malaria Technical Manager,CHAI,"Wed, 2018-01-10",HA NOI
"Program Assistant, Supply Chain Management",CHAI,"Wed, 2018-01-10",HA NOI
Call for Experts for Anticipated USAID-funded Trade Facilitation Project in Vietnam,NATHAN ASSOCIATES,"Mon, 2018-01-08",HA NOI
Human Resources Intern,SAVE THE CHILDREN,"Tue, 2018-01-02",HA NOI
Finance Assistant,SAVE THE CHILDREN,"Tue, 2018-01-02",HO CHI MINH
Researcher for HIV Prevention Activitiy,CCIHP,"Sun, 2017-12-31",HA NOI
Consultant for Step Ahead Program,BLUE DRAGON CHILDREN'S FOUNDATION,"Sun, 2017-12-31",HA NOI
Program Assistant,AIP,"Tue, 2018-01-02",HO CHI MINH
Consultant on Documenting the Model of Parents' Association,AIDE ET ACTION INTERNATIONAL (AEAI),"Fri, 2017-12-15",NA
"Consultancy Service to Translate and Edit the Ã¢â‚¬Å“Positive in Everyday Parenting"" Parent Book, Facilitator WorkBooks",SAVE THE CHILDREN,"Wed, 2017-12-20",NA
 Consultant Ã¢â‚¬â€œTraining for Teachers to Support Children in the Transition from Pre-school to Primary School,CHILDFUND VIETNAM,"Wed, 2017-12-20",BAC KAN
Social Worker,E&D,"Sun, 2017-12-31",HO CHI MINH
"Consultancy Service for ""Organic Fertilizer Production from Canna Wastes""",SNV,"Wed, 2018-01-10","QUANG TRI,KONTUM"
Consultants to Conduct Baseline Survey for Ã¢â‚¬Å“Empowering Women and Youth through Graduation and Financial InclusionÃ¢â‚¬ï¿½ Project,PLAN INTERNATIONAL,"Tue, 2017-12-19",HA NOI
Consultant or Consultancy Company to Conduct Project Mid-term Evaluation,HELVETAS/CRED,"Sat, 2017-12-30",HA NOI
People and Culture Officer,WORLD VISION,"Wed, 2017-12-27",HA NOI
Project Officer,HELVETAS,"Tue, 2017-12-26",HA NOI
Consultancy Service for One-stop-shop Public Service Assessment,PMI-LED,"Wed, 2017-12-20",NA
Youth Project Coordinator,TOWARDS TRANSPARENCY (TT),"Sun, 2017-12-31",NA
Visa Processing Officers; Visa Processing Support Officer,AUSTRALIAN EMBASSY,"Tue, 2017-12-26",NA
Consultant for ARV Supply Chain Management,CHEMONICS INTERNATIONAL,"Sun, 2017-12-24",HA NOI
Emergency WASH Specialist,UNICEF,"Thu, 2017-12-21",HA NOI
Project Administrative Assistant cum Accountant; National Project Coordinator,VIETNAM CHEMICALS AGENCY,"Fri, 2017-12-29",HA NOI
Communications Officer ,HABITAT FOR HUMANITY VIETNAM (HFHV),"Sun, 2017-12-31",HO CHI MINH
Trainer on Pre-Harvesting Techniques in Ben Tre and Ninh Thuan Provinces,SOCODEVI,"Thu, 2017-12-14",HA NOI
Trainer on Pre-Harvesting Techniques in Ben Tre Province,SOCODEVI,"Thu, 2017-12-14",NA
Admin Assistant and Accountant,CSIP,"Wed, 2017-12-20",NA
Insurance Companies to Submit Offers for Health & Accident Insurance,RLS,"Mon, 2017-12-18",NA
Service Providers to Submit Offers for Health Check Service,RLS,"Mon, 2017-12-18",NA
"Human Resources Finance Consultancy, Tax Consultancy and Payroll Administration Service",RLS,"Mon, 2017-12-18",NA
 Development Facilitator,WORLD VISION,"Mon, 2018-01-01",THANH HOA
End-line KAP Survey Consultancy: Community-based Disaster Risk Management (CBDRM) in Urban and Rural Settings in Quang Binh,GRC,"Sun, 2017-12-17",HA NOI
Investment Analyst,IFC,"Mon, 2017-12-18",THANH HOA
AP Coordinator,WORLD VISION,"Mon, 2018-01-01",HA NOI
Korean Translator/ Interpreter cum Human Resources Officer,GNI,"Wed, 2017-12-20",HA NOI
Consultant for Setting up Demonstration on Reduction of Green House Gas (GHG) Emission in Shrimp Aquaculture in Mekong Delta of Vietnam,OXFAM,"Sun, 2017-12-17",HA NOI
Development Executive Officer,OPERATION SMILE,"Fri, 2017-12-22",HA NOI
"Monitoring, Evaluation, Research & Learning (MERL) Manager",COWATERSOGEMA,"Fri, 2017-12-29",HO CHI MINH
Operations Manager,COWATERSOGEMA,"Fri, 2017-12-29",NA
Sector Committee Assistant,EUROCHAM,"Wed, 2017-12-20",NA
Consultant to Conduct Baseline Survey and Development of Project MEAL Tools for SIDA CSO Project,SAVE THE CHILDREN,"Fri, 2017-12-15",HA NOI
"Technical Manager, Communities for Healthy Hearts",PATH,"Tue, 2018-01-30",HO CHI MINH
Project Coordinator; Project Assistant,WORLD VISION,"Wed, 2017-12-13",QUANG NGAI
Supporting Staff at Aus4Equality Project  (7 positions),COWATERSOGEMA,"Fri, 2017-12-29",HA NOI
Request for Auditing Proposals,CENTRE FOR SUSTAINABLE DEVELOPMENT STUDIES (CSDS),"Wed, 2017-12-20",HA NOI
Consultancy Service for Facilitate Training of Facilitators in Community based Disaster Risk Management/ Disaster Risk Assessment in Urban Area,CRS,"Mon, 2017-12-11",HA NOI
Health Services (HS) Manager,PSI,"Tue, 2017-12-19",NA
Consultancy Service for Justice Consultant in Supporting PFES Regulation in Ca Mau Province,SNV,"Mon, 2017-12-25",NA
Project officer,HKI,"Fri, 2017-12-15",NA
"Consultancy for ""Intensive Training on Canna Production and Post-harvest""",SNV,"Wed, 2018-01-10",NA
"Consultancy Service for ""Organic Fertilizer Production from Canna Wastes""",SNV,"Fri, 2017-12-15",HA NOI
Programme Assistant,FOR VIETNAMESE STATURE FOUNDATION,"Fri, 2017-12-15",HA NOI
Deputy Director,AGRITEAM,"Wed, 2018-02-28",HA GIANG
Field Project Director / Team Leader,AGRITEAM,"Wed, 2018-02-28",HOA BINH
Food Safety Expert ,AGRITEAM,"Wed, 2018-02-28",NA
Gender & Food Safety Expert,AGRITEAM,"Wed, 2018-02-28",NA
Value Chain Expert,AGRITEAM,"Wed, 2018-02-28",NA
Deputy Project Director ,COWATERSOGEMA INTERNATIONAL,"Sun, 2017-12-17",NA
Community Development Facilitator,PLAN INTERNATIONAL,"Mon, 2017-12-18",NA
Income Generation (IG) Officer,GNI,"Wed, 2017-12-20",NA
Admin Officer ,HABITAT FOR HUMANITY VIETNAM (HFHV),"Sun, 2017-12-31",HO CHI MINH
Consultant on Documenting the Model of Parents' Association,AIDE ET ACTION INTERNATIONAL (AEAI),"Mon, 2017-12-11",HA NOI
ESL Teacher,AUSTRALIAN EMBASSY,"Fri, 2017-12-15",HA NOI
Consultancy Service for Piloting Information Access for Shrimp Farmers on Improving FarmingÃ¢â‚¬â„¢s Practices and Productivity in Ca Mau Province,SNV,"Mon, 2017-12-25",QUY NHON
Award Management Officer,SAVE THE CHILDREN,"Sun, 2017-12-17",NA
Researcher,CPHS,"Wed, 2017-12-20",NA
Rice Branding Expert,ECODIT,"Fri, 2017-12-08",NA
Consultant for the Training Workshop on Universal Human Rights in Development ,OXFAM,"Mon, 2017-12-11",NA
Consultancy service for the Guideline on Setting up Small Scale Neighborhood Evacuation Units for Flood,GRC,"Wed, 2017-12-06",NA
Small Scale Mitigation Monitoring Consultant,GRC,"Fri, 2017-12-15",NA
Consultant at SME Development Project in Tra Vinh,SME DEVELOPMENT PROJECT IN TRA VINH PROVINCE,"Tue, 2017-12-12",HA NOI
Operations Manager,WORLD VISION,"Wed, 2017-12-20",HA NOI
Child Protection Technical Program Manager,WORLD VISION,"Wed, 2017-12-20",HA NOI
Accountant,CIAT ASIA,"Sun, 2017-12-31",HA NOI
"Consultancy Service to Support the Development of Green Growth Action Plan for Lam Dong Province for the period 2018 -2020, Vision to 2030",IDH,"Sat, 2017-12-30",DA NANG
Research Assistant,VECO VIETNAM,"Tue, 2017-12-05",DA NANG
Mushroom Production Consultancy Service,SNV,"Thu, 2017-12-07",NA
Consultant on ARVs Supply Chain Management,CHEMONICS INTERNATIONAL,"Wed, 2017-12-06",NA
Livelihoods and Finance Specialist,ECODIT,"Fri, 2017-12-15",NA
Sustainable Landscapes/Climate Change Lead (SLCCL),ECODIT,"Fri, 2017-12-15",NA
Program Specialist,MEKONG INSTITUTE,"Fri, 2017-12-15","VIETNAM, LAO"
Call for Bids: SIDA CSO 2017 Project Audit,WWF,"Fri, 2017-12-08",NINH BINH
Consultant for Project Final Evaluation,WWF,"Fri, 2017-12-15",NINH BINH
Consultant to Conduct End of Project Evaluation for CEDLIP Project,ADRA,"Wed, 2017-12-06",HA NOI
"Consultant(s) to Provide Services on ""Technical Expert on Cultivation"" for Ethnic Minority Economic Empowerment (EMEE) Project",WORLD VISION,"Sun, 2017-12-10",HO CHI MINH
Field Research Officer,SAVE VIETNAM'S WILDLIFE,"Wed, 2017-12-20",NA
Senior Communication Officer,SAVE VIETNAM'S WILDLIFE,"Fri, 2017-12-15",NA
Researcher,DEPOCEN,"Sun, 2017-12-31",NA
Program Officer,SCDI,"Fri, 2017-12-15",NA
Consultancy Service for DK Shrimp Project,WWF,"Mon, 2017-12-04",NA
Equality between Women and Men (EWM) Facilitator,SOCODEVI,"Thu, 2017-12-14",HA NOI
Project Manager,SAVE THE CHILDREN,"Fri, 2017-12-15",HA NOI
Project Officer,SAVE THE CHILDREN,"Fri, 2017-12-08",DA NANG
Project Assistant,SAVE THE CHILDREN,"Fri, 2017-12-08",DA NANG
Project Officer,SAVE THE CHILDREN,"Fri, 2017-12-08",HA NOI
Programme Officer Ã¢â‚¬â€œ Value Chain Development,OXFAM,"Fri, 2017-12-08",HA NOI
Consultants at SCOH2 Project,SCOH-2 PROJECT,"Thu, 2017-12-14",HA NOI
Advocacy Specialist,WILDLIFE CONSERVATION SOCIETY (WCS),"Fri, 2017-12-15",HA NOI
Finance Officer,HABITAT FOR HUMANITY VIETNAM (HFHV),"Fri, 2017-12-15",NA
Project Officer Ã¢â‚¬â€œ VCAPS Study,THE WOOLCOCK INSTITUTE,"Tue, 2017-12-05",NA
Project Officer,LORETO KIDS CHARITY,"Wed, 2017-12-06",HO CHI MINH
Project VIE/034 - Bac Kan Vocational Education and Training (Phase II): Call for Expressions of Interest,LUX-DEVELOPMENT,"Fri, 2017-12-29",HAI PHONG
Area Program (AP) Sponsorship Facilitator,WORLD VISION,"Sun, 2017-12-17",HA NOI
Chief of Party; Deputy Chief of Party; Consultant,PACT,"Wed, 2017-12-20",HA NOI
Mushroom Production Consultancy Service,SNV,"Tue, 2017-11-28",HA NOI
National Consultant to Conduct Final Evaluation of Ã¢â‚¬Å“Financial Linkage for Inclusion: Remote Ethnic Minority WomenÃ¢â‚¬ï¿½ Project,CARE,"Wed, 2017-11-29","HA NOI, HOA BINH"
Renewable Energy Specialist,USAID V-LEEP,"Fri, 2017-12-15",TUYEN QUANG
Accountant/Admin,HELVETAS,"Thu, 2017-11-30",NA
Internship at ChildFund,CHILDFUND VIETNAM,"Thu, 2017-12-07",NA
Consultant for Gender Analysis in WASH,IDE,"Thu, 2017-11-30",NA
Project Support Officer,SAVE THE CHILDREN,"Tue, 2017-12-05",HA NOI
Vacancies at Woolcock ,THE WOOLCOCK INSTITUTE,"Sun, 2017-12-31","HA NOI, AN GIANG, HO CHI MINH"
Consultant Team to Conduct End of 5-year Project Evaluation of Ã¢â‚¬Å“Inclusive Education for Children with Disabilities ProjectÃ¢â‚¬ï¿½,NMA-V,"Thu, 2017-11-30",DIEN BIEN
National Consultant Team to Conduct End of Project Evaluation for Community Development Project,NMA-V,"Thu, 2017-11-30",HA NOI
Consultancy Service on Ã¢â‚¬Å“Adaptation of Communications Toolboxes on OSH for Young Workers and Young Employers and Piloting in the Manufacturing sector in Viet NamÃ¢â‚¬ï¿½,ILO,"Sun, 2017-11-26",HA NOI
Program Manager,ENTREPRENEURS DU MONDE (EDM),"Sun, 2017-12-31",HA NOI
Vietnamese Volunteers to support the Sponsorship Service Operations Department,WORLD VISION,"Sun, 2017-11-26",HO CHI MINH
ICT for Emergency Response Coordinator ,OXFAM,"Sun, 2017-12-10",NA
Project Coordinator,WORLD VISION,"Sun, 2017-12-10",NA
Project Officer,SAVE THE CHILDREN,"Thu, 2017-11-30",NA
Community Development Facilitators,ECODIT,"Tue, 2017-12-05","THUA THIEN HUE , QUANG NAM"
Start-ups Advisor,SME DEVELOPMENT PROJECT IN TRA VINH PROVINCE,"Mon, 2017-11-27",HA NOI
Project Coordinator; Project Officer,PLAN INTERNATIONAL,"Wed, 2017-11-29",NA
Video Documenting Consultant,AIDE ET ACTION INTERNATIONAL (AEAI),"Wed, 2017-11-22",NA
Consultant for WatSan Project,VNRC,"Thu, 2017-11-23",NA
"Consultancy for ""Community Training - SNV/MAM2 Project""",SNV,"Fri, 2017-11-24",NA
Legal Analysis Consultant,CARE,"Thu, 2017-11-23",NA
Project Officer,PTU/DHF PROJECT,"Thu, 2017-11-30",NA
"Consultancy for ""Intensive Training on Canna Production and ProcessingÃ¢â‚¬ï¿½",SNV,"Mon, 2017-11-20",NA
"Consultancy for ""Intensive Training on Canna Production and ProcessingÃ¢â‚¬ï¿½",SNV,"Mon, 2017-11-20",NA
"Consultancy for ""Intensive Training on Canna Production and ProcessingÃ¢â‚¬ï¿½",SNV,"Mon, 2017-11-20",NA
"Consultancy for ""Intensive Training on Canna Production and ProcessingÃ¢â‚¬ï¿½",SNV,"Mon, 2017-11-20",NA
"Consultancy for ""Intensive Training on Canna Production and ProcessingÃ¢â‚¬ï¿½",SNV,"Mon, 2017-11-20",NA
"Consultancy for ""Intensive Training on Canna Production and ProcessingÃ¢â‚¬ï¿½",SNV,"Mon, 2017-11-20",NA
"Consultancy for ""Intensive Training on Canna Production and ProcessingÃ¢â‚¬ï¿½",SNV,"Mon, 2017-11-20",NA
"Consultancy for ""Intensive Training on Canna Production and ProcessingÃ¢â‚¬ï¿½",SNV,"Mon, 2017-11-20",NA
"Consultancy for ""Intensive Training on Canna Production and ProcessingÃ¢â‚¬ï¿½",SNV,"Mon, 2017-11-20",NA
"Consultancy for ""Intensive Training on Canna Production and ProcessingÃ¢â‚¬ï¿½",SNV,"Mon, 2017-11-20",NA
"Consultancy for ""Intensive Training on Canna Production and ProcessingÃ¢â‚¬ï¿½",SNV,"Mon, 2017-11-20",NA
Mushroom Production Consultancy Service,SNV,"Wed, 2017-12-20",NA
Video Production Specialist,THE VIETNAM INITIATIVE (VNI),"Tue, 2017-11-28",HA NOI
Regional Lead for Wildlife and Wildlife Crime,WWF,"Thu, 2017-11-30",MEKONG
Project Facilitator Officer,CHILDFUND VIETNAM,"Thu, 2017-11-30",CAO BANG
Invitation to Tender: Identifying the Most Effective Ways to Reduce Demand for Tiger Products through Message Testing and Concept Development Using Social and Behavior Change in Vietnam,TRAFFIC INTERNATIONAL,"Thu, 2017-11-30",DA NANG
Consultancy Team to Conduct TOTs of ATL Application in Teaching Math and Vietnamese Subject for Ethnic Minority Students in Early Primary Grades in Kon Tum and Lai Chau provinces,PLAN INTERNATIONAL,"Fri, 2017-11-24",HO CHI MINH
Monitoring and Evaluation Advisor; Temporary Deputy Programme Manager,VVOB,"Thu, 2017-11-30",HA NOI
Administrative Officer (temporary for 4-6 months),ROOM TO READ,"Thu, 2017-11-30","LAI CHAU, HOA BINH"
Programme Specialist (Disaster Risk Reduction),UNICEF,"Tue, 2017-11-28","SON LA, LAI CHAU, HOA BINH"
Data Collectors for Baseline Survey,HKI,"Sat, 2017-11-25",NA
Photograph Consultant,HKI,"Wed, 2017-11-15",NA
Project Volunteers,SAVE THE CHILDREN,"Sun, 2017-11-19",HA NOI
Environment Consultant,SOCODEVI,"Mon, 2017-11-20",HO CHI MINH
Program Coordinator; Admin Assistant,OPERATION SMILE,"Sat, 2017-11-25",HA NOI
Consultant to Conduct TOT Training Courses on Improved Chicken Raising of Ã¢â‚¬Å“Northern Mountain integrated Child Nutrition ImprovementÃ¢â‚¬ï¿½ Project,SAVE THE CHILDREN,"Tue, 2017-11-21",HA NOI
Consultant to Conduct TOT Training Courses on Rice Production with SRI of Ã¢â‚¬Å“Northern Mountain integrated Child Nutrition ImprovementÃ¢â‚¬ï¿½ Project,SAVE THE CHILDREN,"Tue, 2017-11-21",HA NOI
Finance Officer (Maternal Leave Substitute),RLS,"Fri, 2017-11-17",HA NOI
Call for Resumes: Vietnam Responsible Trade and Growth,DAI,"Tue, 2017-11-28",NA
Administrative Secretary/Accountant,FES,"Fri, 2017-12-15",NA
Consultancy for Final Performance Evaluation,SAVE THE CHILDREN,"Thu, 2017-11-30",NA
Migrant Services Assistant,IOM,"Thu, 2017-11-30",NA
Project Assistant,KNCV,"Mon, 2017-11-20",HA NOI
AP Sponsorship Facilitator ,WORLD VISION,"Fri, 2017-11-24",YEN BAI
AP Bookkeeper,WORLD VISION,"Thu, 2017-11-23",YEN BAI
Interpreter ( 2 positions),WORLD VISION,"Tue, 2017-11-14",HOA BINH
CC & DRR Specialist,CARE,"Mon, 2017-11-27",HA NOI
"Consultant to Develop Baseline and Knowledge, Attitude and Practices Survey",SAVE THE CHILDREN,"Mon, 2017-11-20",DONG THAP
Consultant to Conduct TOT Training Courses on Composting of Ã¢â‚¬Å“Northern Mountain Integrated Child Nutrition ImprovementÃ¢â‚¬ï¿½ Project,SAVE THE CHILDREN,"Sun, 2017-11-12",HA NOI
Gender Officer,GIZ,"Wed, 2017-11-22",HA NOI
Education Specialist,CHILDFUND VIETNAM,"Fri, 2017-11-24",HA NOI
(Temporary Appointment) Early Childhood Development Officer,UNICEF,"Tue, 2017-11-21",NA
Finance Officer (Maternal Leave Substitute),RLS,"Tue, 2017-11-07",HA NOI
Data Collector Volunteer,CHILDFUND VIETNAM,"Wed, 2017-11-22","HA NOI, CAO BANG"
